revenue,profit_margin,debt_ratio,cash_flow,credit_score,collateral_value,gst_growth,loan_status
380.7947176588889,-0.0074335355806901815,0.4663879572302684,118.17574855222449,643.1975269701556,196.81776013872104,0.25377986785447537,1
951.207163345817,0.17095047368917907,0.44577031870079975,149.17034929784307,783.2593975799919,236.71782968751072,-0.07932954652638366,0
734.6740023932911,0.3364729179382041,1.3687564127294514,12.616974698124743,756.0965578740954,427.27369660109014,0.4106761943483704,1
602.6718993550662,0.26611244320478056,0.4493646797893085,106.21852490174973,392.3399428162642,170.00219302994606,0.229181367348469,1
164.45845403801215,0.30328057393072483,0.4807296165800834,92.93649578593718,389.54968184488433,434.8248424060857,-0.08995728151013205,1
164.43457513284062,0.22939168335535867,1.1631575673851493,158.20759419706778,460.904620646948,44.067215488345745,0.47363664023684476,2
67.50277604651747,0.24613828225892623,0.729635779430756,176.52176512031514,516.6448358046223,388.39921860431537,0.1628558243347244,1
867.5143843171858,0.3245978257826596,1.1873947797372537,-46.9608071306533,545.0733488450895,423.7738165273682,-0.14897108368984152,2
605.1038616257767,0.024834004429592965,0.19151262059013935,118.50497976469816,707.8183301000072,90.90882641866938,0.238783033090547,1
710.9918520180851,0.14471248182157023,0.782599671142738,-37.041050220067746,334.0082592995012,215.17326618610022,-0.022760765091032864,2
30.378649352844423,0.010604720909801107,0.1470590402565957,87.21466626933898,320.8036225356398,82.74988733182781,0.3625854163141116,2
970.2107536403744,0.39383400399832347,0.18771448483749634,21.908182260919546,535.1463377663454,353.30206449710886,0.3724754514963334,1
834.1182143924175,0.37202966984330665,1.3690124346821753,26.694149880535306,718.2982152827883,267.6738840308284,0.48526314909826324,1
220.2157195714934,-0.08028659431574706,0.2949435195646332,38.239625863089145,416.0612057738895,317.6616733541605,0.15130867171715257,2
190.00671753502962,0.25278758625784425,0.8453889551853039,105.32311226240253,684.902688753751,98.24348347810557,0.11846981580941596,1
191.5704647548995,0.36262415870783293,0.6755338436409891,33.51249141719231,455.8968827641797,105.87293102620976,0.32743292381253636,2
311.1998205299424,-0.00971232743633324,0.5862806567623797,133.1747626475701,831.6516652881098,20.748662754953184,-0.10727054056065143,1
529.5088673159155,0.18397261527631473,1.3597666839621814,51.13184639346743,837.4139665599699,161.03376759786485,0.18284085965518693,0
437.62556845569463,0.35774414879402094,0.1305527554856853,-32.911699922510344,478.3723225687959,279.87233066683746,0.18237332009159563,1
298.3168487960615,-0.08302701070710058,1.0293055606458248,145.9399606210268,437.9962523779443,428.9674569986644,-0.13736881403272896,2
615.7343657751557,0.24871013362341995,1.4487522078989705,21.4395811481765,546.7823832397387,333.46372372934036,0.09258885985483944,2
148.09892204552142,0.04867450368627538,0.8842354568465787,58.19171989981565,444.3189511080892,217.69816169987573,0.39729935899704133,2
299.22320204986596,0.36219809768826516,1.4115514468463286,121.36097080547538,703.4303059750222,476.5600571970689,0.3993075353962621,1
372.6982248607548,0.3855291225826839,0.17316103100043329,33.114039287178,795.6388107289713,359.62260028791593,-0.1305336345562233,0
461.50928437486556,0.3721332445567169,0.6863106467038259,-35.853585963321095,703.8552785467302,465.082601431275,-0.1364953820765184,1
787.3242017790834,0.13710710832873188,0.4642209073468716,43.48026175320339,794.6102683496097,263.7939866360828,-0.016113166098645326,0
207.67704433677613,0.3310213254946567,1.1231493509730217,186.11214567357587,538.1952973244845,129.4521373965698,0.4123362437877954,2
519.0920940294754,0.32227469926753516,1.4738159266961453,110.43359932463954,393.7901824253165,26.413343182360993,-0.10976819044855075,2
596.4904231734221,0.05955023662162781,0.45914208742194695,117.86978716680173,742.7705684385553,363.04242574192523,0.3039977618392123,1
55.98590859279775,0.31445773707533864,1.0158444420637043,108.07053840940995,516.2847030849323,60.65149900276706,-0.12918406627082776,2
611.4694033824239,-0.0814961826422537,0.3773366858636361,-0.2519652601407998,702.7624951374795,151.38756413598358,0.23619649762347772,1
178.8188824504186,0.19813493924102651,0.8914623564002538,54.58346602557003,462.3863651890594,266.2354539419487,0.04924710938340135,2
74.40107705542673,0.01500441864385152,0.7495054813636706,137.73494959082956,348.7377808840036,282.20829388987386,0.3522397740761069,2
949.3966818807999,-0.0397165571113606,1.460807461484152,-24.656775611710213,895.549077292658,300.291598493568,-0.0364166858222455,2
965.9757127438138,-0.06152339918539543,0.9519381817750531,19.46319402242807,393.72090475835955,83.12766517485032,0.24744128057297182,2
810.3133746352966,0.24814438793906987,0.5893089209215463,19.079777116463404,893.0525963780887,189.86870241082437,-0.03502222579688055,0
311.56763148163697,0.06993748188403306,0.2597340988431067,58.0047318986265,886.3679595398684,308.59711355848333,0.2995621981785076,0
106.69539286632003,0.2623833857643807,0.31174556022890837,195.09218523554625,776.2908623448238,484.9094323168924,0.41157462419252405,0
687.3906962470353,-0.06732182960052882,0.4154437019317291,-33.12436332904451,695.6537772491986,363.81556884984434,-0.11123874061126798,2
445.7509688022053,0.05764516891530516,0.4513533258764172,79.67524859514876,646.6842301506508,461.3018785469789,0.4066169820168524,1
130.81785249633106,0.1697456461876686,1.290862480977593,-5.158829496947384,819.6609272267008,381.1060291570885,0.2155026780900085,1
500.2251410101575,0.29536158241948174,0.8857119035955349,192.66913635243603,473.6637129716928,295.85848444620024,-0.11102265639308323,2
44.04463590406621,0.05937625146603495,0.8327472759241129,-21.67412381813395,580.6087274909262,96.01168456817227,0.09927929875179836,2
910.2271980579942,0.21294568821850454,0.26067642061690444,50.90025059039782,671.6339816199011,333.34282594625654,-0.0873977945604315,0
266.1921817840167,0.34298887411809353,1.304195570689209,134.47124620865154,546.7142855216946,311.6897829799535,0.2902435222065986,2
665.8970615104422,0.20793159409115228,1.1119400244918773,126.13860700686132,556.4918724541608,301.23458522863325,0.33120769409256473,2
318.59396532851684,0.016479737376816878,0.19473570666000223,55.68215922348307,498.17080050125065,244.89293399412037,-0.12594243580904074,2
524.8673409660327,-0.087799609221731,1.090969136121676,36.63104198817956,638.5390900107216,264.3283019946378,0.154297896886251,2
551.2431765498469,0.33504943695046496,0.8609535042797044,49.40309463821764,810.3447168090696,167.22126355905203,0.370237539218142,1
193.00591097027177,-0.08936529457480644,0.21441548404548955,16.069065789659817,420.91702680378773,259.6563463211516,0.4553141290856975,2
969.888781486913,0.3373508363420997,0.741620898140119,1.333234676699952,860.6598232520648,98.77795283923912,0.159462506719239,0
777.3814951275034,0.164468567013606,0.7785748019820657,70.7599243897225,713.4525922489378,402.5871986801884,0.46519545652798483,0
940.1039521485473,0.36953384925644805,0.332084356228586,17.133439016901832,793.9639276080181,92.8884773493539,0.17498227931922083,0
895.8790769233724,0.29939161788683266,1.4239774058003953,21.865416224312526,633.714415578007,42.48314494473321,0.07593334621993553,1
601.9209790229743,0.39896705526666876,1.2899655200729268,114.18901586863927,767.7100208544381,218.12301317857867,0.39374218998702676,0
922.6554926728857,0.07535590772585507,1.0366312722607516,192.13433292497305,309.72023840368036,329.15371975303094,0.1450878973206623,2
97.6075770314003,0.2835941444655634,0.74721378540085,100.90930013984377,791.0282548677211,218.8584124667707,0.13033175739516611,0
204.02303379495373,0.10096545680462107,0.6764717582183118,-30.755133233758432,324.0833154512199,138.3770659756543,0.14321874258687978,2
54.775016021432684,0.13993781015195442,1.0113628540113357,-31.104096536483254,833.9480258177175,279.08559194522036,0.39274950130882175,1
332.0770274556317,0.21375273160918504,0.8636046171696676,187.8558052113915,895.177648343186,173.50116770609998,0.3823590791816364,0
394.7905167925872,0.33683855709316934,0.18718234823463986,24.322697576833406,476.44047730606667,466.43384506331654,0.0824639947081478,1
278.63554145615694,0.39204173459964753,0.8175037082784643,-26.98325347938114,426.1911337714762,461.322569801786,0.03330990190936747,2
830.45013406041,0.2841367069322591,1.2289650641259753,99.76114678759538,759.2180183148243,251.18590998604773,0.14434961682739045,0
363.1857934266534,0.10888339108366688,0.7429358286357413,105.91219457256653,451.8158045521519,163.94199700912927,0.20094075681597628,2
288.1251645905069,0.11067850113853508,0.17273920857597577,112.12620502967204,819.3374299033221,368.56620697831954,-0.033163952560402166,0
547.269122326666,0.2687911507944457,1.2007894791376463,16.850506964385332,361.70555529448603,18.35647174153332,0.3557685593009134,2
149.51498272501502,0.019388572884151162,0.3819092949903641,-46.22232894638124,375.57311782761496,237.38450302182562,0.14053793601269599,2
804.1750109464992,-0.04476294343430268,0.4620691688432542,191.25384236361796,887.4909330603693,168.16169713516678,0.03383188389397168,1
83.80513724297312,0.07731107882038826,0.33058889480521425,12.723261422775622,704.3033389620027,460.2679425512773,-0.1252253049252066,0
987.0180672345122,0.04361949582704086,0.5623010908200965,119.00657201313686,808.1323346573718,6.001513636341271,-0.032808387717475185,1
774.5223216036909,0.04815406022799504,1.1594521079640892,126.65746746967739,494.59762641091083,276.40743785917454,0.46449682022918853,2
206.72852471883067,0.016803875524954964,0.8271402033055122,102.50185426987142,705.8902497123627,370.331790533313,0.013569780773668605,2
15.466895952366375,-0.07895340518181906,0.38683378381099753,28.226848553412054,656.5450963851583,242.50899376202062,-0.0817984974430753,1
817.3068141702859,-0.0910630326332931,1.3289621094128572,17.774063441016438,661.8900720737681,42.70151508136083,0.12247095415849518,2
709.788770409141,0.39386119486801574,1.331414596932141,99.41707067567577,709.5194757226329,486.2306950139511,0.01496142035217407,1
